bone,lung,skin,kidney,breast,endometrium,liver,haematopoietic_and_lymphoid_tissue,central_nervous_system,stomach,soft_tissue,large_intestine
GO:0002040,-0.311447182370373,0.364676660002332,0.550527124722146,0.43728100063451,-0.189344051996921,-0.280963642587961,-0.555877776345024,-0.178846335062156,0.248579729084642,0.264888136863449,0.285779504061416,0.282847887806359
GO:0003700,-0.260638230580574,0.204906293862444,0.172096825986561,0.169223494822888,-0.235064106926272,-0.220783088834449,0.179101220349161,0.174151117735166,-0.203765525914989,0.201762992380116,-0.260036204400523,0.230114585140417
GO:0003714,-0.202917802374857,0.261229621550239,0.229135142984072,-0.222273071716861,-0.180686598546397,-0.193020575128691,-0.227658096299358,-0.243783989635286,-0.238005262200111,-0.214051704114356,-0.222391040622429,0.216913510918686
GO:0005515,-0.170712792134342,0.180862896020355,0.190584100050634,-0.210644466082177,0.211792159013447,0.233348976295571,-0.199803430973246,-0.196825842411133,-0.193644186365253,0.203355110157692,-0.218093852955264,-0.176132346712227
GO:0006351,-0.212747509086427,-0.185018549406041,0.184002268763768,-0.191137629480525,0.187075212514226,-0.178696622151191,-0.164472751431829,0.181860195465854,-0.182491563193362,0.17244623926383,-0.228375314285846,0.184072850145521
GO:0008283,0.187413998214338,0.172028046121996,-0.179953584295921,-0.207007717793448,0.186238661391784,0.226933728275705,-0.204419704038585,-0.267918187224501,-0.180913694116074,0.206720775805712,-0.210685047714287,0.221666730483081
GO:0032466,-0.3765733497834,0.711853616733887,0.429778963779974,-0.671767972666167,-0.722066865803583,0.562861331005366,-0.451344954155087,-0.432673183606326,-0.299855757004962,-0.341228954459947,-0.400813195809538,0.499742705577603
GO:0042803,-0.205646247516445,-0.17853852751966,0.237674734529252,-0.177601436813214,-0.168218570482869,0.183240068283771,-0.177755580144714,0.176718234022543,0.192565031016049,-0.212042777613886,0.182783375680911,0.177187814276611
GO:0045944,-0.243794890504643,0.184825137521009,-0.21558751769408,-0.19726652830709,-0.174676868054083,0.18108821287323,0.190452007898983,-0.176650978219869,-0.236433567783351,0.197021778201748,-0.27030068443533,0.252303778495143
GO:0060707,-0.42670390432578,-0.420182434719468,0.430014918196328,0.340227570605152,0.462828243175683,0.296976582174282,-0.32345196748022,0.243763097148588,-0.49677824813785,0.570430508201595,-0.578079821008944,-0.223946442083738
GO:0060718,0.350276189775622,0.604956615115231,0.380210739076111,0.352127114300359,-0.356917099382947,0.398656984302081,-0.443864546401993,0.307534597642235,-0.293087143240774,-0.751554109485475,0.808953128649162,-0.644968392277464
GO:0070365,0.292163991948297,0.282101963382675,0.398374310483764,0.526891107708481,-0.314988890787899,-0.244223585370033,-0.444858701629405,0.53578434856271,0.582056056723684,-0.269485727564325,-0.795011026298985,0.219618478127551
GO:0005524,0.162262826774933,0.163131254279025,-0.162210884050711,-0.236067748324805,0.160301486803218,0.191729900334291,-0.213532045365346,-0.166072926855477,-0.194820214055106,0.173666286925049,-0.186251764068218,-0.186420244283596
GO:0006511,-0.174072154207702,0.196055031222235,0.21732860262767,0.184232638906465,0.336407548597799,0.315941123079371,-0.251578687645022,0.173546189180499,0.214496096461848,-0.228921776884316,-0.233348792600074,-0.288719413857259
GO:0016567,-0.179594457909821,0.209627222485362,0.167256827120248,0.21077493418763,0.17781663473082,0.193873982593526,-0.219359749325127,0.220220982917409,-0.208681747018713,-0.195959085428808,-0.1918022905124,-0.209680724267839
GO:0016874,-0.213794769844273,0.220839785867043,0.251720233417847,0.200814894975346,-0.225784587374754,-0.185147988780529,-0.25581797004245,0.285206414187475,-0.2531835235601,-0.278446079984412,-0.245374838993689,0.208202411979959
GO:0005509,-0.157261282706817,-0.145828196821027,0.168404088255186,0.182300925282798,-0.268670289291947,-0.187156673353813,0.181392907338332,0.227142930457536,0.233520604153807,-0.265367252823322,-0.170349776189633,-0.178820566151507
GO:0005544,-0.346802125095155,-0.203325316608886,0.323257882494765,0.285962384420048,0.273628659524945,0.257747300712604,-0.303278740099675,0.471132231656748,0.387783406114243,0.314221481674174,-0.265071722054978,-0.206035731387592
GO:0006869,-0.206432972760194,-0.265520161916289,0.276666678175209,0.268423147167662,-0.280675745254805,-0.311003454436446,-0.356314298811651,0.211302018503059,-0.222501367507999,-0.296249570344422,0.260837298019865,-0.290260317049344
GO:0006897,-0.390025694316968,-0.269023561972761,0.325424640389424,0.295663524736294,0.190604426029747,0.274833606530828,0.251352900265706,0.171347732180225,-0.22630630087503,0.266673637554422,-0.226069640776385,0.192187892321061
GO:0008429,-0.505899863598247,-0.424154793200982,0.7117284719857,0.409863923034876,-0.505116650858784,0.698744492511725,-0.591013523790159,0.320904799999295,-0.354139040582788,0.404938674673205,-0.578436218000283,-0.549822526566079
GO:0031210,-0.557461087896959,-0.517936839865434,0.653550916380596,-0.307479796362046,0.551266666281647,0.401659719305258,-0.606008026276696,0.535447262893636,0.339979370220927,-0.490053499949254,-0.529041646829051,-0.665748908377337
GO:0035091,-0.28567902320561,-0.237203958912069,0.260201300813304,0.258073261216999,-0.182007313909555,-0.248730665164421,0.193983555239324,0.377322523153105,0.192586183162732,-0.219392097101624,-0.173820304193755,0.247506711860829
GO:0001104,0.52450468536638,0.253655856657262,0.417990703647142,-0.316299153975012,0.534435721739213,0.243523730607875,-0.310020784688994,-0.135942861848397,-0.446784146312057,-0.361728835484446,-0.444459242901356,0.564240419792586
GO:0006357,0.210404252892063,-0.201083260469508,0.202652590783672,-0.228972681618607,-0.18200421894231,0.184685090680624,-0.198369083599067,0.220637635390671,-0.218559050833547,0.167357666346394,-0.261436595516594,0.264287624912197
GO:0006366,0.215015596301294,0.233950289721439,0.200039430906539,-0.235137935402155,0.192139528983272,0.238825541990945,-0.215563158561677,-0.251395966300473,-0.30292602995284,0.235983043354334,-0.30940141655357,0.227874652116951
GO:0007411,-0.25459744852502,-0.193173123680915,0.201186981935099,0.165726298254484,-0.187587884736541,-0.201510418900926,0.197105052512511,-0.178384187551539,0.238672956785218,0.225227008789095,-0.228000130735536,0.232969888717121
GO:0019900,-0.363468648948963,-0.171709383957551,0.24044858385447,-0.329018682021859,0.287770144564197,-0.18961590978491,0.215399033677609,0.256016609652455,0.196411970028548,0.349051585436728,-0.270901636202749,-0.324886793658269
GO:0005215,-0.345872523654668,-0.195508043748997,0.253035209955792,-0.171961529784721,-0.221751139220376,-0.222038833158571,-0.301786182738496,0.266010147777772,0.231516525820223,-0.202443016145465,0.18564104645396,-0.168944430700929
GO:0006814,-0.265446171093425,-0.293454583417724,0.371377714883195,-0.189178304459999,0.260889403408914,-0.314048457128717,-0.385557030463265,0.320401518996116,0.239334695719258,-0.234970679511216,-0.238197817691659,0.213424258187238
GO:0006915,0.189044871721409,0.181282579804074,0.186596324571865,-0.30717261074398,0.218421303770589,0.284423884515798,-0.188066814103306,-0.189985560288447,-0.235511109196087,0.224499184924167,-0.249593372584709,0.176568477675975
GO:0030154,-0.198997460949001,0.186920215891755,-0.159144125994068,0.198784105478656,0.171901335945704,-0.247506959932165,-0.235984574950569,-0.226690784399493,-0.203216159493793,-0.172684432437873,-0.193737566434992,-0.206579381480736
GO:0005100,-0.442294404715846,0.347406155191733,0.383589233078699,0.322319135021536,-0.276025840459956,0.375568380996924,0.595362860883199,-0.387940320479059,-0.263223045085734,0.242581822525899,0.183220504772042,-0.326290722300686
GO:0007010,-0.182849262534899,0.215994871049087,-0.223740364604887,-0.279639137182654,0.184909160363465,-0.167394723763319,0.244413075354848,0.216165875518912,0.247610151866248,-0.273342603035754,0.257867534720295,0.162781772015828
GO:0007264,-0.223598915932276,-0.292035720917172,0.257194484875751,0.181237784587164,-0.185084666124112,0.14819166588417,-0.200582792439808,0.276263996836048,-0.217501118390743,0.189477001852994,-0.290593191678296,0.240615564455213
GO:0032321,-0.219553670986383,0.196656939432793,0.282252076882865,0.256018869159198,-0.189525475436983,-0.182731783708444,0.319820248814007,-0.218964465266467,0.297135642202523,-0.307596190054289,-0.257523702850556,-0.246098341819895
GO:0042981,0.354549807337924,0.269284678110166,0.217868754101456,-0.377934648674604,0.396035254716324,0.521594958860303,-0.229702428872165,-0.375167155069516,-0.308374302713676,0.384159712803114,-0.236874531565219,0.199232207200919
GO:0043066,0.237032286936272,0.193518291323121,0.225386136363169,-0.230413603903002,0.265018534164693,0.307648097515369,-0.154950602031906,-0.215179728325635,-0.231072143430055,0.208851684817886,-0.258370110810934,0.193649907019121
GO:0051056,-0.327236564905116,-0.266239834787598,0.347451916128913,0.204639516494225,-0.180397156031738,-0.161928407394357,0.250223514297901,0.270189958545248,0.281347855854909,-0.223969394309273,-0.313159723944126,0.276403233871974
GO:0006811,-0.408830774217747,0.202405212285021,0.247393025217704,0.273597130486205,-0.199881044726354,-0.193737427140897,-0.293945824971129,0.276874790334102,0.241177768390721,0.20665496191062,-0.299286322567937,-0.258477104852483
GO:0022857,0.255683210055945,0.459838946138598,-0.598446374540509,-0.459715136911614,-0.21016292440354,0.259064679358304,0.319189927591209,-0.551006550681095,-0.336350695301072,0.244624766505722,0.447236071839958,0.287841025341232
GO:0031214,-0.445112232462251,-0.328311274502924,0.331389287618212,0.313535182806345,-0.410879409563518,0.497382640770846,0.364886568181644,-0.283570190463806,-0.318862402574374,0.524797224235969,-0.316834862164328,-0.375558723012558
GO:0042475,-0.317487591516835,-0.200397385611754,0.252575782747686,-0.199997872979108,0.204418465001449,0.221214635223678,0.303581967687372,0.210109325020165,0.301035644106169,0.275065172590388,-0.332344592683647,0.26641408361541
GO:0004519,0.385075453490794,0.299305563942972,0.198047114089399,0.19548677834791,-0.267450314696284,0.24010550957413,0.442466944729307,-0.445511850687992,0.249916088553579,-0.291843010707297,0.225910292056969,-0.534922994592894
GO:0004601,0.509236250416431,0.36895323333658,-0.357912333372493,0.396405896664111,0.313237604140223,-0.227006975201588,-0.382764407556866,0.265070707128289,0.398772735756882,-0.478838366366091,0.316306819396825,0.207949525679685
GO:0020037,-0.250081086066468,-0.197391831697264,-0.177727493193362,0.316484713883226,0.194421038576833,0.193778557793297,-0.309592406796528,0.313398871114673,0.234914765943564,-0.30645787917622,-0.197133081563901,-0.207967473551185
GO:0042744,0.569026528302943,-0.265382609692475,-0.293519651076954,-0.254093891293917,0.264749038264526,-0.286490590518443,-0.316619343519737,-0.382364639881403,0.391318855845212,-0.365963688769189,0.40967201839551,-0.509814091490951
GO:0046872,-0.194931837417762,-0.176963749998843,-0.156570309626593,0.160867945091641,0.162591444868665,-0.198767180097123,-0.16147981821078,0.192931650484672,-0.163900552506279,0.164146796730489,-0.188828044337203,-0.16979414490389
GO:0055114,-0.19041834533337,-0.147635330165017,0.15564848436404,0.253348237992555,-0.16864820001569,0.165047379503197,-0.225627508761658,0.16923083021465,0.187158128547515,-0.221331328857658,-0.175173207021946,-0.162663595555218
GO:0090305,0.340547641481771,0.192939968971933,0.19808823939132,-0.213652311294384,-0.236629202419529,-0.202778866630157,0.297814844460932,-0.280007557687438,0.358321777011695,-0.169552682213934,0.28325138499868,-0.27601794609005
GO:0000287,-0.216579098825859,0.20382753805826,0.243943643103973,-0.200109736825079,-0.173233910341257,0.169989981738395,-0.19915507644671,0.246887999381091,-0.209910941593829,-0.217652416986454,-0.137504471699966,-0.257283697032863
GO:0003674,0.184005721232009,-0.193696005328107,0.178166399138312,0.167723189617438,0.162289325439403,-0.154914150868894,0.161427858850241,0.195990891236783,0.178622325659376,0.178845286929919,-0.184752523670889,-0.233483170070914
GO:0008150,0.234105860231706,-0.211568513757311,0.202228906828212,-0.204049671834682,0.198075705837448,0.189855544082222,0.197158430405706,0.204063581220802,-0.227854545351402,0.179180758313919,0.203746854383531,-0.201506405466805
GO:0008152,-0.1889803101375,0.167134031641326,0.20928450558583,-0.160030717886375,-0.21783054294491,-0.201594441547223,-0.181489376770745,0.20743200311261,0.186777488434004,-0.239799130481357,-0.210924994595857,-0.206848191115719
GO:0016740,-0.320836338942716,-0.432030353584217,0.308400597957526,-0.463256116727825,0.398825024276493,-0.327924856984972,0.320976680563594,0.344984028950323,-0.224359624536435,-0.319133475355495,0.325486905387035,0.382391971025623
GO:0030976,-0.758387497312981,-0.392034835581394,-0.693501342079583,0.440486667895872,0.783786458127208,0.593305601405362,0.619785606753785,0.812549050828983,-0.709098675779581,0.809119963633345,-0.856683899666692,-0.360442730742436
GO:0005089,-0.293770974689946,-0.346519792939881,0.235606858691428,0.254333777620518,0.218890320902029,-0.262347094089714,0.233350568714546,0.359561119162489,0.345751653373601,-0.286988761095076,-0.385764498141028,-0.207141854409735
GO:0019367,0.541896360617367,-0.553920559506951,-0.650271968734744,-0.752951052472486,0.599193004748166,-0.598337734579596,-0.830171902306596,-0.525163279150937,-0.478531949548268,-0.759057067967013,0.590979275620409,0.497746222914639
GO:0019432,-0.295071695324052,-0.320524587659747,-0.153510351914055,-0.381134913678096,-0.392162032951309,-0.285095477131081,0.223096371534776,0.258786767569713,0.212386780438268,0.374287414357646,-0.294875416930532,-0.244490238277187
GO:0034626,0.395633880867916,0.488820975513732,-0.492899472292761,-0.705758806823386,-0.583296346027674,-0.839777841592413,-0.563958183626812,-0.359242429163614,-0.644712113446096,-0.522217977976261,0.679208779383361,0.394949336892871
GO:0035338,-0.506780064936022,-0.414341516344363,-0.351874941640573,-0.510826869447709,-0.241280455686969,-0.483365140300182,0.325227073750495,0.301682686214142,0.243090664934829,0.515682679739771,0.316399280280347,0.426205636097731
GO:0042761,0.330423575949835,0.445946645465845,0.504176860372778,-0.8199294013701,-0.522343665621867,-0.681420300866291,-0.552993109082026,-0.451189709289482,-0.496648518934423,-0.685189542108977,0.472194629030958,-0.346204524264685
GO:0044255,-0.278314470270145,-0.209805178229948,-0.183191570519522,-0.241611708424951,0.197111198209383,-0.20062298677925,0.195598536905813,0.292945168154177,-0.203130961217255,-0.228271543825986,0.193887086463953,-0.216454840298722
GO:0044281,-0.176995324659012,-0.149657315418926,-0.188487066805181,-0.209291800023443,0.198025870013832,0.197397439329392,-0.224942993920136,-0.16847602942762,-0.169367312947095,-0.171077927372935,-0.174635021544628,-0.175459011375335
GO:0001501,-0.254203706939563,0.234039452077851,-0.182211706813285,0.265906775257126,-0.31255438399972,-0.234079309576606,0.230135131821921,-0.232922578694374,-0.202954906620011,0.222423009186485,0.167464465715849,-0.219533790267361
GO:0001654,-0.281563988468893,0.504089877174774,-0.515609480425729,-0.345824132976601,0.265283277624626,-0.543690192825243,-0.214883597927035,-0.45579978735077,-0.28930600653998,0.258660879631195,-0.37111650894803,0.345873326058777
GO:0006801,-0.316926561338614,0.311181528381287,-0.171673095272213,0.256422748247568,-0.253984182467992,0.226096521069675,-0.378200421084133,-0.35482901311895,0.514453344722066,-0.326630787184197,-0.343297040607122,0.468638101388677
GO:0007507,-0.240874170851371,-0.246830475796139,0.200534128914115,0.248053612022226,0.207112302606747,-0.226513959831587,-0.202462141234897,-0.189418908467163,-0.2668968288344,0.283564254937645,-0.173671506174919,0.249008283965957
GO:0010314,-0.541805448097774,-0.712156254027512,0.560836719673573,0.580462065081951,-0.348355370017882,-0.248141502178928,-0.53553152460772,0.456919912265743,-0.373664872254977,0.633814075212453,-0.472491729839416,0.591283999336749
GO:0022617,-0.33429894179929,0.212722915021842,0.224028842230605,0.253471212948294,-0.191585205648824,-0.280978884465906,0.258422970796893,0.168380112192399,-0.214044353310283,-0.286422079788737,0.200247228335621,-0.221183448529066
GO:0032266,-0.282670346025519,-0.492944421121734,0.524272170495375,0.42310150950179,0.283099419836928,0.307244385086774,-0.340192444616661,0.405210024518909,-0.494171729486894,0.269069756750156,-0.405211972327857,0.244457203246937
GO:0042169,-0.240450221236383,-0.35665061949745,0.279118286547856,0.326946217664774,0.266391413101723,-0.32593467340714,0.200989645747789,0.235746888908741,-0.545852365714874,0.487200766852007,0.236899071580927,-0.329159417893912
GO:0045600,-0.264343823408015,0.418528108607986,0.285892000573296,0.190442243043779,0.277836288650968,-0.484278075379971,-0.203583019405563,-0.306584347477301,-0.363943709426399,0.266090380006847,0.210444941067654,-0.452377548546761
GO:0060348,-0.482089161573066,0.15177959782657,-0.291180479264452,0.311726733119587,-0.233929177742442,-0.291862494649202,-0.250221023949913,-0.295058388197185,-0.368513810295725,0.261524277763937,-0.224228987103433,0.297234874523114
GO:0060612,-0.536397040675572,-0.248867191713212,0.260662477393445,0.511414978738342,0.492148442964277,-0.349400035194857,-0.447700093418802,-0.25574544640156,-0.568138447473615,0.248697877986025,-0.187301459497357,0.385843884151052
GO:0070273,0.326078213212629,-0.43517766268176,0.441056244799694,-0.261575266838425,-0.397769558602954,0.208736756661912,-0.290219455626417,-0.39897861745963,-0.431719710974265,0.664025883102558,0.307381350972928,0.327356787143264
GO:0071800,0.442425113793962,0.376649646084706,0.403424400500727,0.581938041333165,0.74506017868262,-0.381770032461985,0.583867065991166,0.429553636346751,-0.373569109858192,0.437647794498112,0.747828191637916,-0.25269092772937
GO:0072657,-0.393325609462262,0.433719507869628,0.478416213613627,0.712379657736008,0.392435161810539,0.653959013429613,-0.356003294754594,-0.330038219490303,-0.313707058622458,-0.405864115079115,-0.329155333622408,-0.248988199161774
GO:0080025,-0.328664755527288,-0.67535853417258,0.406041297758554,0.509782138619954,0.31825792642696,0.370289796481058,-0.460670259784041,0.491265480710057,-0.175369626527647,0.403869877285846,-0.253655300810696,0.223552256469551
GO:0008092,0.272800983144079,-0.238228255584064,-0.234938705500275,0.368466319419518,0.208231218887286,0.267304180609223,-0.276393869919975,-0.281820141004341,0.249461796259098,-0.223243879009197,-0.189615377608047,0.354773325446168
GO:0004725,-0.221956089550684,0.426644786409343,0.241488245571859,-0.316161455118316,0.189919268710343,-0.176483729722754,0.268339163622524,-0.368966527072132,-0.274864430996064,0.230216903112501,0.241125195496318,-0.277140264406401
GO:0008138,-0.233267496830165,0.433952027967355,0.217044669296427,-0.326533642281676,-0.247237946428682,-0.158419562198603,-0.24734735510972,-0.281693628940878,-0.287685081082951,0.198600818652192,0.255383461570512,-0.281662903474402
GO:0035335,-0.242485735467059,0.435821780552777,0.255123973810692,-0.333809390469818,0.159810060250715,-0.197079235563317,0.300745785743037,-0.340257813146781,-0.223839039826222,0.176075710590236,0.255780082090765,-0.221925275400112
GO:0060271,0.25775542211672,0.295022704413511,0.400681032289935,0.193916366510976,-0.188566955297634,-0.254767289846662,-0.178550937234949,0.289209183747685,0.30036882454262,-0.242320247748597,-0.287179633747289,-0.252235896126723
GO:0003009,-0.331642503594167,0.375896981893679,-0.507601406411378,-0.488185222089375,0.270754813119495,0.237306812760889,0.393772026375008,-0.305349415435038,-0.252682704274906,-0.369274430133601,0.342159882712485,0.389892517347961
GO:0030030,-0.461877058206587,0.429484544223964,-0.36379597320209,0.393607766217741,-0.341317944681154,0.302897143606367,0.308618677634457,0.245121583863765,0.319036966909432,-0.266328457743296,0.30856230811263,0.417231883071747
GO:0098535,-0.479018363555154,-0.485383577157185,0.32524069454053,0.807790876473603,0.406541435160151,-0.337611145194535,0.688712027361523,-0.689608885094678,-0.499750828893606,0.87801127626858,-0.507853206851353,0.583803422017266
GO:0000712,0.687016089781338,-0.306785164929072,-0.533575896741259,-0.517742365889948,0.535596420145131,-0.38899220842725,-0.454660749708481,-0.472408978517749,0.363991625426519,-0.27358420259266,0.492936074802476,0.324816750066334
GO:0003676,0.259956163017885,-0.29179722749678,-0.195485144682529,-0.192307738499976,0.260336873779369,-0.180144343118072,0.206949880236848,0.248160840258519,-0.221474559623512,0.214455790902848,-0.210081046652751,-0.225053766708847
GO:0004386,0.206551207452337,0.251388510726458,-0.269269016250716,-0.248060227066222,0.202083036503086,-0.324981149528346,-0.252622548463909,-0.209470705500809,-0.187040121821866,-0.302486919691195,0.335255625069767,-0.285064599615199
GO:0046548,-0.371488947281696,-0.294397740167937,-0.43410444767189,0.458745114163387,-0.584761954710641,-0.375377689207934,-0.586526793378723,-0.362782509378406,0.383698252071898,0.313933585613317,0.33823362190898,0.493940321865036
GO:0060060,0.636785919691865,0.75268142043454,0.337861338944244,-0.61297179400157,-0.791643723345802,-0.715839163465751,-0.645346077706337,-0.631596356461319,-0.398112674502312,-0.762971125103141,0.948068652970517,0.704968605516505
GO:0000049,-0.319311554416725,0.350272449431328,-0.191932140950908,-0.193765305213311,0.314862411447181,-0.262763245319513,-0.335553834969823,-0.188878274611424,-0.362908775548032,0.246081044579684,0.243078846904212,0.238538742734471
GO:0005506,-0.307781879656647,-0.181592343812974,-0.170898190859469,0.223250376311863,-0.198569274729647,-0.273195283319194,-0.259440334965814,0.228979037149033,0.237460587017404,-0.186827587444776,-0.241095170795361,0.234448479511917
GO:0016706,-0.386029564718716,0.781075155358268,0.421732422944572,-0.297983978533278,-0.301606228858053,-0.261106095545062,0.556289119773219,-0.508044767590339,-0.200252513536273,0.369565179214794,-0.401533014445162,0.355004814292547
GO:0008333,0.284531477279417,-0.255581931393594,0.285792957257608,0.244921200806016,0.385184603566248,-0.231052932511424,-0.394778704240175,-0.376374037153095,-0.20160237474245,0.259320684456346,0.393710794026601,0.211265453624629
GO:0017112,0.300650766015561,0.365237075747032,0.510026975624752,0.384316388388633,-0.32957267336701,-0.331664634325821,0.428240988511001,0.540333487116318,-0.281475728598036,-0.470939901491536,-0.362898522805088,-0.523216230303094
GO:0032851,0.165110685088704,-0.244119567357888,0.303979434603828,0.337764921144789,-0.195494317487806,-0.27797137456461,-0.199134317744557,0.338868051881721,-0.195368853190244,-0.184918169793954,-0.214726837712531,-0.433117508379379
GO:0044257,-0.459564932681191,0.506202457911065,0.545899747214584,0.419238667580576,-0.33036207595947,-0.511501057428146,0.238983319902624,-0.403317593004886,0.254532380102922,0.37723178946718,0.474175039941295,0.378243314543406
GO:0006355,-0.182576252632711,-0.206605531688132,0.190395007456501,-0.183654606419067,0.176772654446745,0.15990098504152,0.181417931371414,0.196267196036945,-0.172974232052484,0.176950822695894,-0.207813297291105,0.199211295414819
GO:0003924,0.193777042993566,-0.213113579893643,0.240871933033161,-0.239833979690874,-0.220633314935565,0.226504123492833,-0.282351675541177,0.212326632702744,-0.19134572332041,0.184645504869735,-0.263357290431161,-0.16162498551339
GO:0005525,-0.221645509709697,-0.269931053518521,0.236407424142193,-0.203934564819722,-0.192684385203416,0.181814589370435,-0.227238719761866,0.20662172108063,-0.183248293620247,0.193800028299565,-0.242993464580777,0.182199349976585
GO:0006184,-0.203988103361193,-0.215946345301152,0.248856520974945,-0.234584928961326,-0.218361154986846,0.215581089842505,-0.289045904261841,0.210333944233334,-0.190754655583529,0.185024820203347,-0.255444092029598,0.164898790256013
GO:0042254,0.591682164282026,0.310877327807391,0.24449658500039,-0.320151460534245,0.507541812846366,0.554594592408424,0.276518254615078,-0.745779037109953,-0.290258669254844,0.451505169945403,0.393183489697723,-0.203357924903884
GO:0004252,-0.225748458019794,0.315315059735309,0.193894474191711,-0.248770251121823,-0.15474190937964,-0.281712315898439,0.247824884077627,-0.208325211494652,0.182717646231381,0.186966413429461,-0.213377156000187,0.161824221771401
GO:0006508,-0.170115300851204,0.255139331101429,-0.17942465008488,-0.165788984657775,0.171095771005521,-0.225020272881985,0.202529593136779,-0.200082839485109,0.159303506167677,-0.156064346509935,0.178833690085952,-0.247581941726468
GO:0016311,-0.169300447540361,0.240489859611316,-0.237311002291571,-0.207490595332118,-0.170152275313033,0.159126887575248,-0.16047101953476,-0.215143552382766,0.212390733422746,-0.239763936091566,0.263808557624086,0.215600118558095
GO:0016791,-0.521175197800672,0.404248919687204,0.512063415271947,0.357508271243522,-0.312109932508323,0.4049020742835,0.527918459690824,-0.336657408011917,0.423507862822538,0.322926441005351,-0.294354474768333,-0.351482103740948
GO:0003779,-0.1759653325925,0.209851892058733,0.174109942924972,0.193476792448998,-0.204654258456566,-0.251984473755824,-0.19137118737912,0.160622035970386,0.210928138545696,-0.201608814448906,-0.18126163420823,-0.161245213248766
GO:0030036,-0.285177871102033,-0.20233951135749,0.260093479939555,-0.222016398156889,-0.199714402000771,0.172100323345563,-0.24659919564901,0.299409068358401,-0.264776244128313,0.236196781999627,-0.22259494416847,0.201572958619709
GO:0038032,-0.356593290166289,-0.3332736733891,0.277375710780151,0.423423378257833,0.407439032518551,-0.435513021954231,-0.321068450692053,0.474578879974135,-0.315761534938927,-0.248003823664872,0.310798112565119,0.441877818989976
GO:0000288,0.547795121859456,0.367431901854394,-0.216266164084591,-0.255207625656579,0.436469576128425,0.505751765849339,-0.310220249692745,-0.445579778923752,-0.371769581856826,-0.291872488984994,-0.338961983421659,-0.373619419013861
GO:0000289,0.302209956631277,0.373312478198069,-0.404867577105809,-0.335171736909187,0.379032257637511,0.426416245999094,0.357828243102379,-0.389649272882806,-0.495603078747288,-0.239602778669111,-0.576306908904854,-0.471703925661193
GO:0006417,0.306020636468596,0.303018330504146,-0.213663752282086,-0.229610261339963,0.348679410613975,0.314727071481638,0.313250776784175,-0.343004943110923,-0.426244925471659,-0.18856589096143,-0.260091802827701,-0.31480781347592
GO:0007275,-0.161905792644862,-0.185285597430093,0.227636019300489,-0.178977543739094,-0.147343850020201,0.160455000663074,-0.213743163382253,0.222088693402892,0.176596618165443,-0.163301100441912,-0.209144475861089,-0.190129887042514
